name,Tc
Tl1Sr1.75Th0.25Ca1Cu2O7,51.6
Pb0.5Cd0.5Sr2Tb0.65Ca0.15Cu2O7,0
B5Nb1.8Ru0.2,6
Sr1Fe1.916Co0.084As2,2
Er1Ba1Sr1Cu3O6.94,78
La0.9Th0.1,5.62
Cu0.1Ti2Se2,2.95
La1.885Sr0.115Cu0.98Zn0.02O4,0
Sr1Pd2Si0.02Ge1.98,2.76
Lu0.7Ca0.3Ba2Cu3O6.4,68
Nb0.7Ru0.3,0
Ca10Pt3.51Fe9.49As18,12.44
Gd0.7Ca0.15Hf0.15Ba2Cu3O6.93,83.8
Mo0.14U0.86,2.02
Hg1Ba2Ca1Cu2O6.13,102
Cd0.3Hg0.7,1.7
Sm1.65Gd0.2Ce0.15Cu1O3.97,21
Lu1Ru3B2,0
Y0.47Pr0.53Ba2Cu3O6.96,13.5
Nd1.85Ce0.15Cu0.996Zn0.004O4,18.1
Mn0.63Mo0.37,0
Co0.94Rh0.06U6,2
Cr0.8Rh0.2,0.5
Bi2Sr2Ca1Cu2O8.217,0
Y12Ba2Cu3O6.81,0
Na0.72Co1O2,0
La1Fe1As1H0.49O0.51,0
Y0.8Ca0.2Ba2Cu3O6.1,50
Yb0.2Pr0.8Ba1.7Sr0.3Cu3O6.92,0
Y1Ba2Cu2.9Ni0.1O6.61,20.5
Pd2Lu1Pb1,2.4
Y1.8Ge0.2C2.7,10.6
Ru1Sr2Gd0.9Ce0.1Cu2O8,0
Tl2Ba2Ca1Cu1.98Fe0.02O8,106
Yb0.65Pr0.35Ba1.7Sr0.3Cu3O6.95,55
La0.936Gd0.064Sn3,3.76
Cr0.027Ti0.973,3.5
Sn1Mo6Se8,3.4
Al0.02Au0.92Ga0.06,0.158
Ti70Nb15Si15,4.6
Nd1.5Ba1.5Cu3O7.14,20
La1.84Sr0.16Cu0.995Zn0.005O4,0
Ti0.72V0.18Al0.1,3.52
Ba2Bi1Sb2,0
Sr1Ga1Ge1,1.3
Ga0.25Si0.75V3,18.6
Y1Ba2Cu2.826Zn0.174O6.89,0
Rh0.32Sc0.68,0
Nd1.2Ba1.8Cu3O6.954,50
C3Er0.6Th1.4,8.1
Lu0.945Gd0.055Ni2B2C1,13.28
Y0.65Pr0.35Ba2Cu3O6.85,16.3
Co0.98Fe0.02U1,0
Y0.42Pr0.58Ba2Cu3O6.94,0
Y1Ba2Cu3H0.08O7,88
Ba1Fe1.86Co0.12Mn0.02As2,12.5
Y1Ba1.95Cu2.95Co0.05O6.9,70
Fe1.12Se0.11Te0.83,6.05
C1.5Ge3La5,3.3
Pr1.95Ce0.05Cu1O4,0
Ir0.32Sc0.68,0
Bi7.5Pb92.5,0
Hg1Ba2Ca1Cu2O6.31,98
C1In1Zr2,0
Y1Ba2Cu2.84Fe0.16O7.303,85
Mo0.15Ti0.85,4.08
Tl0.25Li0.25Ba2Ca2Cu3.5O7.955,117
Yb1Ba2Cu4O8,78.8
Mg0.73Sc0.27B2,6
Ba0.6K0.4Bi0.5Pb0.5O3,7.2
Ca0.32Na0.68Fe2As2,33
Ba1Nb2S5,0
Mg1C0.69Ni3,1.8
La1.75Sr0.25Cu1O4.07,37
Ga9Ir2,2.225
C1Cr4,0
Pr0.95La0.05Os4Sb12,1.815
Y0.6Ca0.4Sr1.6Ba0.4Cu2Ga1O7,56
Ca1Fe0.9Cr0.1As1F1,0
Tm5Rh4.8Co1.2Sn18,1.97
Er4Ru6Sn19,0
La1.35Pr0.5Sr0.15Cu1O4,34.3
Cr1Ga4,0
Mo6Se8,6.277142857
Ca1.89Na0.11Cu1Cl2O2,15.14
Tl0.6Rb0.4Fe1.67Se2,32
Ca0.3Ba1.45La1.25Cu3O7.12,69.3
Tl3Y1,1.52
Mg0.75Co0.25B2,34
La2Cu1O4.005,32
Tl1Ba2Gd1Cu2O7,0
Pb2Sr2Y0.5Ca0.5Cu3O8.6,65
Ba1Fe1.87Co0.13As2,25
Ba1.6Sr0.4Yb0.6Ca0.4Cu3O6.04,47
Nd1Fe0.98Co0.02As1F0.11O0.89,40.1
W4.8Ta0.2Si1B2,6.5
Sr0.87Nd0.13Cu1O1.95,0
Y1Ru3Si2,3.51
Pd0.26Ti0.74,1.66
Er1Ni1.8Fe0.2B2C1,0
Y2Pd1Ge3,3.125
Nd0.65Pr0.35Ba2Cu3O6.87,0
Ca10Pt3.04Fe9.96As18,0
Nd1.3Ba1.7Cu3O7,69
Ba0.9K0.1Bi1O3,0
Hg0.65V0.35Sr2Ca0.55Nd0.45Cu2O6.8,67
La1.85Sr0.15Cu0.99Co0.01O4,25.2
Sb0.7Sn0.3,2.85
As1Ru2,0
La2Se3,0
Mg1C1Ni2.94Cu0.06,6.3
Y1Ba1.8Sr0.2Cu3O6.8,90.5
Sn0.9025Ge0.0475In0.05Te1,1.72
Gd1Nd0.85Ce0.15Cu1O4,5.9
B1W2,2.133333333
Hg0.76Tl0.76Ba1Cu1O4.5,87.5
Sr2Dy1Cu2F1O5,0
La1.63Sr0.37Cu0.89Ti0.11O4,0
Co0.027Ru0.973,0.25
Hg0.714Tl0.286,3.875
La1.86Sr0.14Cu0.994Zn0.006O4,0
Ce0.0007La0.9993,4.65
Au30Pd3.3Te66.6,2.6
Ho1Ni1.99Fe0.01B2C1,7
Pd2Sr1,0
Zr2Co0.8Ni0.2,5.83
Mg1B1.826C0.174,30.8
La1Fe1As0.5P0.5F0.05O0.95,21.2
Ba0.79K0.21Fe2As2,18
Y0.8Pr0.2Ba2Cu3O7.55,68.3
La1.931Sr0.069Cu1O4,12
Nd2Ba2Cu2Ti2O11,0
Th1Ir0.1Si1.9,2.75
Sn0.588Ge0.252In0.16Te1,1.42
Ba1Ti2As0.4Sb1.6O1,0
Bi1.09Ta2S5.09,2.65
H0.983Pd1,7.355
Cd0.96Mg0.04,0.24
Nd1.85Ce0.15Cu0.995Zn0.005O4,18
In0.913Pb0.087,4.2
Mg1C1Ni2.97Cu0.03,6.8
Eu0.1La1.7Sr0.2Cu1O4,33
Fe1Se0.98,8.105
Y1Ba2Cu2.28Co0.72O7.1,0
La0.94Gd0.06Ru2,0
Nb3Rh0.98Pd0.02,2.5
La1.25Dy0.75Cu1F0.5O3.75,0
Mo1B0.01C0.82,12.2
Nd2Cu1F0.24O3.76,27
V0.75Si0.175Al0.075,11.1
Mn1U6,2.4525
Bi2Sr2Ca1Cu2O8.272,92.2
Mg1C0.978Ni3,7.3
Mo1Sr2Tm1.5Ce1Cu2O10,0
Ba1Fe1.66Zn0.12Co0.22As2,4.6
Sm1Fe1As1F0.18O0.82,45
Y1Ba2Cu3O7.19,89
Er1Ba2Cu2.61Zn0.36Fe0.03O6.85,0
Y0.88Ca0.12Sr2Cu2.5Fe0.5O6.67,0
Y2Pt1Ge3,2.14
Bi1.95Sr1.65La0.4Cu1O6.334,30.5
H0.963Pd1,6.377
Ca0.88Ce0.12Fe2As2,33.2
Nb0.8Ga0.17Cr0.03,11.5
Gd0.8Hf0.2Ba2Cu3O6.79,79.5
Ir0.25Mo0.75Nb2.25Pt0.75,6.5
C0.8N0.2Sr2Cu1O5.3,33
Sr1.75K0.25Cu1C1O5,13
Y0.925Ca0.075Ba2Cu4O8,83.8
Bi1.6Sr0.4Yb1Cu3O6.225,0
Y0.6Ca0.4Sr1.7Ba0.3Cu2Ga1O7,50
Nb0.758Al0.174Ge0.069,19.7
Eu0.9Pr0.1Ba2Cu3O6.78,83
Y0.6Pr0.4Ba2Cu3O6.88,47
H0.5V1,0
Dy1Ba2Cu3O6.879,86
La3Ru2B2N3,0
Gd1.3Pr0.55Ce0.15Cu1O4,0
Co0.97Rh0.03U1,0
Er1Pb2,7.4
Be2Os1,3.07
Y0.44Pr0.56Ba2Cu3O6.93,2.1
Y1.5Dy3.5Os4Ge10,0
Fe14.3U85.7,1
Nd1.85Ce0.15Cu0.995Co0.005O4,7.3
H0.46Mo0.1Nb0.72Pd0.18,4.82
Nb0.97Tc0.03,7.6
Pb0.7Eu0.3Mo6.35S8,12.3
C1.45Y1,11.5
Nb2.01V0.99Au1,2.9
Mg0.4Al0.6B2,8.925
Ag0.825Sn0.175,0.055
Y0.2Pr0.8Ba2Cu3O7,0
As1Pb1,8.4
Ag0.6Cd0.4,0
Ca1.6Na0.4Cu1Cl2O2,27.8
Nb0.83Pd0.17,2.2
Sr1Ga0.74Si1.26,3.85
Sr2Cu1C0.973B0.027O5,0
Y0.95Ca0.05Ba2Cu2.95Co0.05O6.75,64
Sc0.5Zr0.5,0
La1Fe0.9Co0.1As1O1,11.02
Pr0.5Nd0.5Os4Sb12,0.6
La1.85Sr0.15Cu1O3.998,37
In0.06Sn0.94Te1.01,1.36
C2Nd1,0
V2.808Re0.192Si1,4.7
Nd1Bi1S2F0.3O0.7,4.64
Er0.9Ca0.1Ba2Cu3O6.93,82.5
B2Sc1,0
Zr33.3V48Nb18.27,0
K0.9Na0.1Fe2As2,2.9
Ce0.84Y0.06Gd0.1Ru2,3.32
C1.45Th1,4.1
La3Ca0.3Cd0.7Ba3Cu7O16.303,36
Ga1Y1,0
Y1Ba1.9Ca0.1Cu3O6.84,85
C3La2,10.66
La1Ni0.72Bi2,4.05
Ba1Ni2Ge1.4P0.6,0
La1.67Sr0.33Cu1O4,37
U2Pt0.3Rh0.7C2,0
Ce1Os3B2,3.5
Ir2Sc1,1.55
Au0.92Ga0.068In0.012,0.137
Pt0.014Ru0.986,0.43
Al1Pb1,1.2
Y0.99La0.01Ba2Cu3O7.07,91
Na0.086Pb0.914,0
Pr1Pt4Ge10Sb2,1.27
Hg0.8Pb0.2Ba2Ca2Cu3O8.3,125
Er0.76Ca0.24Ba1.4Sr0.6Cu2.76Co0.24O6.84,64
Cu2Mg1,0
Y1Ba2Cu3.92Mn0.08O8,41.6
N1H3Rb3C60,0
Si1Ti0.15V2.85,14.55
Bi0.16Pb0.3V0.1Sr2Ca2Cu3O10.12,102.5
Y0.6Pr0.4Ba1Sr1Cu3O6.95,0
Y1Ba2Cu2.7Co0.3O7.11,36
Ba1Fe1.914Pd0.086As2,18.9
Ir1S2.6,0
Eu1.15Ba1.85Cu3O6.937,0
Y1.4Th0.6C3,16.8
Bi1.4Pb0.6Sr1.4Ca1Nd0.6Cu2O8.22,25
Au1Lu1,0.185
La1Fe0.918Zn0.082As1F0.28O0.68,8.2
V3Si0.76Be0.24,15.6
Er0.7Pr0.3Ba2Cu3O7,61.1
La0.995Gd0.005Al2,0.932
Mo0.1Nb0.9,6.55
Tl0.4Rb0.4Fe1.6Se2,32
Tm1Ni1.84Fe0.16B2C1,3.99
Mo6S6Br2,13.4
La1Al1.75Si0.25,0
La1.79Sr0.21Cu0.99Ni0.01O4,0
Ir0.9Nb0.1,0.06
Rh2Sr1,6.2
Bi0.396Cd0.594Sn0.01,0
Cu0.75Ge0.25Sr2Y1.3Ce0.7Cu2O8.59,17.5
Y1Sr2Cu2.65Fe0.35O7.1,46
Nb0.72Pd0.28,1.89
Ba1Fe1.774Co0.226As2,12.8
P1Ti1,0
Ce1Bi3.3Pb0.7Te6,2.9
Y1Ba2Cu3O1,0
Ti1N1Br1,0
Pd1Si1,0.93
Sr0.4Eu0.6Fe1.76Co0.24As2,7.97
Tm5Rh6Sn18,2.22
Zr0.7Hf0.3V2,9.9
K1Ta0.79Nb0.21O3,0
Zr33.3V51.2Nb15.4,0
Nb1Ru1P1,0
La3Pr0.75In1,1.94
Er1Co4B4,0
Bi0.25Pb0.75,6.9
Nb50Zr50,10.2
Bi2Sr2Ca1Cu2O8.3,70
Bi1.6Pb0.4Sr1.6Ca1Nd0.4Cu2O8.17,79
Pb2Sr2Cm0.5Ca0.5Cu3O8,0
Fe2As2Ca6Al1.32Ti2.68O12,36
Pr1Os4Sb12,1.60125
Hg1Mg1,0.935
Bi3Te1,0.875
U1Pd2Al2.01Ga0.99,0
Fe0.95Se0.25Te0.75,8.5
Co0.3Sc0.7,0.35
Ba2Ca1Cu2F1.4O4.6,106
Sb0.223V0.777,0
Bi3Fe1,1
Sm1.1Ba1.9Cu3O7.05,78.5
Os0.56Re0.44,0.94
C1Hf0.25Nb0.75,7
La3Ru1Pd3Ge13,4.8
Ba1Fe1.9Co0.1As2,19.5
Cu0.01V0.99,4.74
Si0.005V0.995,4.75
Y1Sr2Nb0.9Cu2.1O7.9,27
Er2Ba4Cu7O14.92,89
La1.5Sr0.5Cu1O3.96,0
Pr1Os3.2Ru0.8Sb12,1.49
Pb0.58Sn0.58Ti2Se5.16,3.6
Sr0.81Nd0.19Cu1O2,18
Nb3Al0.9Be0.1,19.8
La1.87Ba0.13Cu0.96Li0.04O4,0
Co1Zr3,3.9
Nb78.1Sn7.3Al7.3Ge7.3,12.5
Ce1Rh0.9Ir0.1In5,2.04
Nb0.47Ta0.53,6.2
Zr2Co0.85Ni0.15,5.96
Nd1Mo6S8,3.5
Pb1Zr3,0.76
Au1Be5,0
La1.85Sr0.15Cu0.9825Co0.0175O4,13.2
Th1Ir1.6Ru0.4,2.87
La1.5Y0.5Ba2Ca1Cu5O11.86,0
Tl1Ba2Ca0.2Gd0.8Cu2O7,0
Au5Ba1,0.4
C0.987Ta1,9.7
Au0.2Nb0.8,6.45
Ho0.5Y0.5Ni2B2C1,11.6
La0.3Pr0.7Ca1Ba1Cu3O7,0
Ca4Al2Fe2P2O6,17.1
Sm0.74Gd1.11Ce0.15Cu1O4,0
K0.92Bi1.08O3,0
Zr1P1.25S0.75,4.85
Gd1.25Ba1.75Cu3O6.98,28
Y0.6Ca0.2Pr0.2Ba2Cu3O6.95,72.9
Bi2Sr2Y0.7Ca0.3Cu2OY,0
Cu0.94Sn0.06,0
Cd0.97Pd0.03,4.2
Sn0.8In0.2Te1,3.035
Y1Ba2Cu2.98Zr0.2O6.75,89.8
Fe0.99Ni0.01Se0.82,6.65
Pd0.52Sb0.48,1.65
Bi2.15Sr1.8Ca1Cu2O8.15,93
La1.865Ce0.135Cu1O4,21.2
Ba1.6Sr0.4Yb0.7Ca0.3Cu3O6,41
Nd1Pt2Si2,0
Bi1.7Pb0.3Sr2Ca1Cu2O0.23,75.75
Eu1Ba1Sr0.6Ca0.4Cu3O6.95,0
Gd1.8Pr0.05Ce0.15Cu1O4,0
Nd1.85Ce0.15Cu0.999Ni0.001O4,19.75
Gd1Ir3B2,0
Nb3Rh1,2.742333333
La2Mg1,0
Y1Ba2Cu2.9955Zn0.0045O6.95,90
Ce1Co0.7Ru0.3In5,2.13
Y1Ba2Cu3H0.69O6.91,85.7
Mg1C1Ni2.967Fe0.033,4.9
Nb0.76Ti0.24,0
Hg0.8W0.2Ba2Ca1Cu2O6.4,118
Pb1Mo6.35S8,12
La1.73Sr0.27Cu0.97Ru0.03O4,14.1
Ce0.8Nd0.2Bi1S2F0.7O0.3,3.145
Nb0.025Ta0.975,4.465
Er1Ba2Cu2.88Zn0.12O6.92,52
Ir5La1,2.13
B6La1,2.05
Ce1Rh0.5Ir0.5In5,0.875
Nb50Ti25Zr25,9.7
Yb3Co4Ge13,0
Lu1Ba2Cu3O7,88.24
La1.889Sr0.111Cu1O4,29.2
Y1Sr2Cu2.8Mo0.2O7,40
Nb2.85Ta0.15Sn1,18.3
C0.69Mo1,12.1
Pr1Bi1S2F0.5O0.5,3.6725
La1.83Sr0.17Cu0.94Ni0.06O4,0
Au1Ga40Mo8,9.4
Y1Ba1.8La0.2Cu3.97Zn0.03O8,16.2
Y0.85Ca0.15Sr0.5Ba1.5Cu2.5B0.5O7,55.6
Ba0.8Na0.2Fe2As2,11.8
Sc0.3Y0.7Ir3.6Rh0.4B4,3.09
Ba1Li0.05Ti2As2O1,0
Nb0.32Re0.68,4.5
Hf0.33Nb0.67,17
C1Hf0.8Nb0.8,7.8
La1.845Ba0.155Cu1O4,26
La1.8Pr0.2Cu1O4.11,0
Cr0.86Re0.14,0
Sm1.71125Y0.13875Ce0.15Cu1O4,12
Ir0.15Os0.85,0.54
Mo0.0006Re0.9994,1.697
Mo5Si1B2,5.8
Y0.85Ca0.15Ba2Cu2.8Zn0.2O6.74,34.6
Hg0.5Pb0.5Ba2Ca4Cu5O12.5,110
Ca2Ru2O7,0
Na2Cs1C60,11.32857143
La1.86Sr0.14Cu0.99Zn0.01O4,0
Eu1Fe2As1.6P0.4,29
Y1Ba2Cu2.7Fe0.3O7.1,69
Y1Ba2Cu2.97Zn0.03O6.47,29.8
Pb2Sr2Y0.5Ca0.5Cu3O8.1882,62
Ba8Si41Al5,6
Y1Ba2Cu2.76Ga0.24O7,71.79
Nb80Ga18Mn2,7.79
C0.5Mo0.17Zr0.42,9.5
Sr0.85Eu0.15Fe1.76Co0.24As2,12.5
Ba0.5K0.5Fe1.7Zn0.3As2,7.86
Y2La1.2Ba2.8Cu6O14.27,0
Er2Rh3Sn5,0
Sn0.1Fe1Se0.93,7
Re0.4Ta0.6,0
Dy0.95Pr0.05Ba2Cu3O6.9,91.4
Cr2Zr1,0
B5Mo0.2Nb1.8,4.3
La1.71Sr0.29Cu0.94Fe0.06O4,32.5
Al0.04Au0.92Ga0.04,0.101
Mo0.8448Zr0.0352B2,8.11
In3Yb1,0
Eu0.8Sr0.2Ba1.6Pr0.1Cu3O6.78,51
Bi1.2Pb0.8Sr1.6La0.4Cu1O6.014,17.3
Sn2.1Mo15Se19,0
Al2Y3,0
Sm1Fe0.95Co0.05As1O1,2.565
Lu0.25Dy0.75Ni2B2C1,0
Th0.99873U0.127,0.658
Ho0.9Ca0.1Ba2Cu4O8,87
Mo6Te6Cl2,0
La1.943Sr0.115Cu1O4,24.9
Cu0.1Bi2Se3,2.95
Dy1Ru3B2,0
In0.97Pd0.03,4.45
Y1Ba2Cu3.98Fe0.02O8,70.5
Al2Ca1,0
La1.8Sr0.2Cu1H0.1O4,35.5
Yb2Cu2O5,0
La0.7Y0.3Fe1As1F0.15O0.85,36.2
Au2In1Y1,1.74
B5Hf0.2Mo1.8,8.4
La1.82Sr0.18Cu1O3.972,28
Ru0.5Nb0.5Sr2Gd1.4Ce0.6Cu2O9.64,30
Er1Ba2Cu3O6.95,0
Ti1N1,5.6
Ag7B4F4O8,0.15
La98Lu1Tb1,2.108
Mg0.982Cu0.018B2,37.8
Pt8Ti1,0
Nd1.3Ba1.5Ca0.2Cu3O6.952,36
Pb0.5Ca1Sr2Y0.5Cu2O6.93,30
Bi1.1Nb1Se3.1,2.36
Sm1Fe0.99Mn0.01As1F0.12O0.88,37.2
V50Ti49Zr1,7.7
Mo0.1W0.9C1,9
Sr1Os2P2,0
La1.775Sr0.225Cu1O4,21.5
Er1Ir4B4,2.22
Fe0.72Co0.18Al0.1,0
Ba6.62Si46,5
In0.04Sn0.96Te1.01,1.14
Ge0.5Rh0.5,0
As2Hf1,0
Sn0.9025Pb0.0475In0.05Te1,1.79
Nd1Ba1.6Sr0.4Cu3O6.721,78.5
La0.4Ce0.6Ru2,1.3
Fe1Se0.082Te0.738,10.9
La1.83Sr0.17Cu0.99Ni0.01O4,30.1
Y1Ba2Cu2.97Zn0.03O6.67,39.8
Eu1.5725Gd0.2775Ce0.15Cu1O4,0
Ti56Nb30Si14,5
Li1Hf0.2Zr0.8N1Cl1,18.2
Fe1Se0.38Te0.62,13.5
La1Fe1As1F0.6O0.4,40
Fe1Se0.7Br0.3,5
Bi1.6Pb0.4Sr2Cu2.7Mo0.3OY,96.9
H0.9Pd1,4.11
Ru0.452V0.548,4.2
U6Fe0.5Co0.5,3.05
Ho1Rh3B2,0
V0.09Cr0.81Al0.1,0
In0.0293Pb0.9707,7.109
Be8Ga1,5.7
Y1Ba2Cu2.8Zn0.2O6.79,45
Sr1Fe1.2Ru0.8As2,17.2
Ca0.78Sr0.22Sm1Cu1Cl1O3,0
La1.8Sr0.2Cu0.975Ni0.025O4,0
Tb1Fe2Ge2,0
Ta0.96Zr0.04,5.7
Be0.96Ni0.04,0.76
La1.2Ba1.8Cu3O7.6,0
Y1Ba2Cu2.8Zn0.2O6.88,54.7
Rh0.04Ru0.96,0.38
Cr0.03N1Nb0.97,0
Sr11Ca6Cu24O41,0
B12Y1,4.7
Th0.1Zr0.9,2.58
Bi1.7Pb0.3Sr2Ca0.9Nd0.1Cu2O8.27,76.67
Ba1Al1Si1,0
Dy1Ni0.74Bi1.78,4.2
Bi1.7Pb0.3Sr2Ca0.8Y0.2Cu2O8,69.7
Sr1Fe1.888Co0.112As2,2
Sm1Fe1As1F0.09O0.91,42
Tl1Ba1Ca1Cu2O5.5,114
La1Rh1Si1,4.35
Fe0.025Ti0.975,3.08
Te2W1,0
Ba1Ge2,4.93
O3Ti2,0
La0.6Ca0.1Pr0.3Ba1.5Sr0.5Cu3O6.872,26
La0.9989Ce0.0011Rh3B2,1.67
La0.85Pr1Sr0.15Cu1O4,32.6
Pr0.9La0.1Os4Sb12,1.7
Ce0.4Nd0.6Bi1S2F0.7O0.3,3.67
Sm1.05Ba1.95Cu3O6.87,89.75
Y1Ba2Cu2.95Zn0.05O6.69,25
Ba1Ni2Ge0.2P1.8,2.59
Lu0.25Sc4.75Ir4Si10,7.91
Os0.06Zr0.94,5.65
Nd0.25Pr0.75Ba2Cu3O6.91,0
Ru0.95Ir0.05Sr2Gd1Cu2O8,32.5
La1.812Nd0.038Sr0.026Ba0.124Cu1O4,31.1
La1.7Y0.3Ba2Ca0.6Cu4.6O11.85,0
Nb0.5Sn0.25Ta0.25,16.4
V3Ga0.8Si0.2,11.9
Bi2Sr2Ca1Cu1.97Ni0.03O8,77
In0.75Pb0.25,5.65
Cu0.1Bi1.9Se3,0
Y1Sr2Cu2.8Re0.2O7.2,63
La0.72Ce0.28Ru2,1.278
Nd1Bi1S2F0.1O0.9,4.24
Hg0.75Mo0.25Sr2Cu1O4,50
Y0.8Ca0.1Pr0.1Ba2Cu3O7.01,78.4
Fe0.5Ba2Y1Cu2.5O7.41,80
Bi2Sr2Ca1Cu2O8.245,90
Mg0.9Zn0.1C1Ni3,4.5
Bi2Sr2Ca0.3Gd0.7Cu2O8,0
Pr1.8315Y0.0185Ce0.15Cu1O4,16
La1.87Sr0.13Cu0.9925Zn0.0075O4,21.02
Mg0.85Zn0.15C1Ni3,4.12
Eu2.17Ce0.5Sr1.33Cu2.5Fe0.5O9.23,25.7
Ba1Fe1.91Co0.09As2,15.45333333
Pr1Fe0.9Co0.1As0.9P0.1O1,14.7
Be0.9Ni0.1,1.48
Ti0.9V0.1,6.3
In2Mo15Se19,1.5
La1Ba2Cu2.95Co0.05O6.94,40.5
Th1Ir1.4Ru0.6,2.08
Tb4Os6Sn19,1.4
C1Ga1Mo2,3.9
Mg0.3Hf1N1Cl1,25
Ta0.462Ti0.538,9.05
Er0.46Ho0.54Rh4B4,7.32
Li1Ti1O4,12.15
La2Ba2Cu4O11.69,0
B2Nb0.6,8.04
Si0.9V3Ge0.1,14
Ca1Tl2.4Pb0.6,3.18
Ag0.9Ga0.1,0.0065
Nb3Sn0.61Al0.39,14.1
Ca1Fe1.874Co0.126As2,14.8
Ag0.8Ga0.2,6.5
Eu1.85Ce0.15Cu1O3.98,7.3
Nb3Sn0.65Ge0.35,16.1
Pr1.295Y0.555Ce0.15Cu1O4,0
Ir0.46Re0.115Rh0.425,0.13
La1Al1.45Si0.55,0
Al0.5Nb3Sn0.5,15.8
Fe0.5Ba2Dy1Cu2.5O7.52,75
Nb1B0.6O2,0
Hf1V0.4Fe1.6,0
Mg1C1Ni2.6Co0.4,7.1
La1Pt4Ge12,8.253333333
La1Fe1As1H0.6O0.4,0
Ce1Bi1S2F0.3O0.47,0
Ce1Cu2Si1.8Ge0.2,0.1675
Ca0.1La0.9Ba1.65La0.35Cu3O7.15,57
La1Pt1.9Ge2.1,1.67
Ru1Sr2Y1.5Ce0.5Cu2O10,0
Mo5Ru1Se8,3.7
Pr1Ba1.5Sr0.5Cu3O6.982,0
Li1V2O4,0
Ce1Fe1As1F0.04O0.96,0
Sn93In3.5Sb3.5,3.743
Lu1Fe2Ge2,0
Fe1P1,0
Nd1.85Ce0.15Cu0.995Ni0.005O4,11.6
Y0.79Gd0.21Ni2B2C1,7.81
Nb3Al0.964Si0.036,18.4
Ce1Ir0.736Pt0.264In5,0
Mo0.5Pb0.5,3.52
H0.75Nb0.85Pd0.15,4.66
Er4Ir6Sn19,0
Y1Ba2Cu2.95Zn0.05O6.85,66.19
Sm1.15Ba1.85Cu3O7,83
Sc1Dy4Ir4Si10,0
Ho1Rh1.6Ir2.4B4,2.2
La1.84Sr0.16Cu0.96Zn0.04O4,0
Cu0.67Zn0.33,0
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.51,66
La1Rh2Si2,1.658
Pb2Sr2Ho0.5Ca0.5Cu2.94Al0.06O8,51.8
Au0.98Pd0.02Ga2,1.51
Hg0.5Fe0.5Sr2Y1Cu2O6.77,0
La3Se4,8.326
Mg1Y1,0
Y0.45Dy0.55Ni2B2C1,5.2
Au0.9In0.1,0.067866667
La2Ni1O4.077,0
Ba1Ga0.78Si1.22,4
Ce1Ir1In4.97Sn0.03,0.66
Y1Ba2Cu2.95Fe0.05O6.52,0
Gd0.01Nb0.99,9.19
La0.1Pr0.9Ba1.5Sr0.5Cu3O6.98,0
Nd2Ba2Ti1.9Cu2.1O11,0
Ca1.65Na0.35Cu1Cl2O2,28
Al0.9Ge0.1,6.45
La1.943Sr0.089Cu1O4,24.6
Tb1Os4P12,0
Tm0.93Ca0.07Ba2Cu4O8,83.3
Y1Ba2Cu3.928Zn0.072O8,31
Ba0.15La1.85Cu1O4,28
Ce2Pd1In8,0.69
Na0.23W1O3,2.16
Ca7.62La2.38Pt3Fe10As18,26
Tb1Sr2Cu2.7Mo0.3O7.12,0
Y1Sr2Cu2.75W0.25O7.1,51
Ce1Ni1As1H0.06O0.94,0
In3La1,0.7
Nb0.25Re0.75,6.75
Y1Ba2Cu3O6.59,60.55
La1.75Sr0.25Cu0.9Co0.1O4,0
La1Nd0.89Ce0.11Cu1O3.978,19.8
Nd1Ba2Cu3S1O5,56
C60As2F12,0
Mg10Ir19B16,4.0875
Re2Y1,1.83
La1.89Sr0.11Cu0.995Fe0.005O4,14.7
Rh1Se2,4.35
Ca1Fe1.87Co0.13As2,17.2
Lu0.8Ca0.2Ba2Cu3O6.81,52
Ca0.956Pr0.044Fe2As2,0
Hg1Ba2Ca1Cu2O6.3,100
Zr1Ru0.6Fe0.4P1,0
Nd1Fe0.9Co0.1As1F0.11O0.89,9
Co0.034Ru0.964,0.2
Sr0.5Ce0.5Bi1S2F1,2.8
Nd1.65Sm0.2Ce0.15Cu1O3.971,21.6
Y1Ba2Cu2.82Ga0.18O7,79.24
Bi2Sr2Ca0.2Pr0.8Cu2O8,0
Na0.33H2.86Co1O3.42,4.5
Fe0.45Co0.45Al0.1,0
Nd1.5Ce0.5Sr2Cu2Nb1O10,22.1
Lu5Ir4Si9.8Ge0.2,5.8
Pb2Sr2Y0.61Ca0.39Cu3O8,77
Rh0.025Ti0.975,1.79
Pt0.43W0.57,2.09
Y1Ba1.9La0.1Cu3O6.99,90.675
Rb0.27W1O2.93,3
Ba0.5K0.5Fe1.7Co0.3As2,13.56
Nd1.65Y0.2Ce0.15Cu1O4,17.3
La1.92Sr0.08Cu0.99Ni0.01O4,0.001
Si3V5,0
La1.79Sr0.21Cu0.94Ni0.06O4,28.3
Nb0.13Zr0.87,6.42
Y0.9Ca0.1Ba2Cu3O6.03,19.8
Os0.001Re0.999,1.71
Nb80.7Sn1.9Al1.9Ge15.5,7.8
In0.11O3W1,2.025
Y0.5Pr0.5Ba2Cu3O6.98,21.9
Y1Rh1Si1,0
Zr1V0.5Co1.5,0
La0.75Pr0.25Pb3,0.8
La0.68Eu0.2Sr0.12Cu1O4,5
La1.5Nd0.4Sr0.1Cu1O4,8.906666667
B2Ta0.84,0
